8,9,1
9,2,1
2,3,1
3,4,1
4,5,1
5,6,1
6,7,1
7,8,1
11,10,2
12,2,10
12,3,2
13,2,9
13,11,2
4,3,12
14,5,4
14,4,12
14,15,5
15,6,5
15,16,6
16,7,6
16,17,7
17,8,7
17,9,8
17,13,9
18,10,21
18,19,10
19,20,10
20,22,10
21,10,11
10,22,12
23,21,11
24,11,13
24,23,11
14,12,22
25,13,17
25,26,13
26,24,13
22,27,14
27,15,14
27,16,15
27,28,16
28,17,16
28,29,17
25,17,29
30,18,32
30,31,18
31,19,18
32,18,21
31,33,19
33,20,19
33,34,20
20,34,22
32,21,23
34,27,22
35,32,23
36,23,24
36,37,23
37,35,23
38,24,26
38,36,24
29,39,25
38,25,39
38,26,25
34,40,27
40,28,27
40,41,28
41,29,28
42,29,41
42,39,29
43,30,45
43,44,30
44,31,30
45,30,32
44,46,31
46,33,31
45,32,35
46,47,33
47,48,33
33,40,34
33,48,40
49,45,35
50,35,37
50,51,35
51,49,35
52,36,38
52,53,36
53,37,36
53,50,37
39,54,38
54,52,38
55,56,39
56,54,39
39,42,55
48,41,40
48,42,41
47,42,48
47,55,42
57,43,59
57,58,43
58,44,43
59,43,45
58,60,44
60,61,44
61,46,44
59,45,49
61,62,46
62,47,46
62,63,47
63,55,47
64,59,49
49,65,64
51,65,49
66,50,53
66,67,50
67,51,50
67,65,51
68,52,54
68,69,52
69,53,52
69,66,53
56,68,54
63,70,55
70,56,55
70,71,56
71,68,56
72,57,74
72,73,57
73,58,57
74,57,59
73,75,58
75,60,58
74,59,64
75,76,60
76,61,60
76,77,61
77,62,61
77,63,62
77,78,63
78,70,63
74,64,79
80,79,64
80,64,65
81,65,67
81,82,65
82,80,65
83,66,69
83,84,66
81,67,66
66,84,81
71,85,68
85,69,68
85,83,69
78,86,70
86,71,70
86,87,71
87,85,71
88,89,72
89,73,72
72,74,88
89,75,73
90,74,79
90,88,74
89,76,75
89,92,76
91,77,76
91,76,92
91,78,77
91,93,78
93,86,78
