7,8,2
7,9,8
7,10,9
7,11,10
7,12,11
7,13,12
7,14,13
7,15,14
7,16,15
7,17,16
3,27,4
3,18,27
18,28,27
18,19,28
19,29,28
19,30,29
19,31,30
19,32,31
19,33,32
19,20,33
20,34,33
20,1,34
2,8,21
8,22,21
8,9,22
9,23,22
9,10,23
10,24,23
10,11,24
11,12,24
12,13,24
13,25,24
13,14,25
14,26,25
14,5,26
14,15,5
15,16,5
16,17,5
4,40,39
4,27,40
27,41,40
27,28,41
28,42,41
28,29,42
29,43,42
29,30,43
30,44,43
30,31,44
31,32,44
32,45,44
32,46,45
32,33,46
33,34,46
34,35,46
34,1,35
1,36,35
39,40,52
40,53,52
40,41,53
41,54,53
41,42,54
42,55,54
42,43,55
43,56,55
43,57,56
43,44,57
44,58,57
44,59,58
44,45,59
45,60,59
45,46,60
46,47,60
46,48,47
46,35,48
35,36,48
36,49,48
36,37,49
37,50,49
37,38,50
38,6,50
6,51,50
6,39,51
39,52,51
52,53,63
53,64,63
53,65,64
53,54,65
54,55,65
55,66,65
55,56,66
56,57,66
57,67,66
57,58,67
58,59,67
59,68,67
59,60,68
60,61,68
60,47,61
47,62,61
47,48,62
48,63,62
48,49,63
49,50,63
50,51,63
51,52,63
63,64,69
64,65,69
65,66,69
66,67,69
67,68,69
68,61,69
61,62,69
62,63,69
19,18,70
20,19,70
17,4,5
1,21,36
21,22,37
26,5,6
4,39,5
7,2,71
2,20,71
21,1,2
23,72,38
6,38,72
7,3,17
20,2,1
36,21,37
23,38,22
24,6,23
6,72,23
25,6,24
26,6,25
6,5,39
18,3,70
3,7,70
7,71,70
71,20,70
4,17,3
22,38,37
